segment_id,date_local,uptime,pedestrian_lft,pedestrian_rgt,pedestrian_total,bike_lft,bike_rgt,bike_total,car_lft,car_rgt,car_total,heavy_lft,heavy_rgt,heavy_total,v85,car_speed0,car_speed10,car_speed20,car_speed30,car_speed40,car_speed50,car_speed60,car_speed70
9000006244,2024-01-11 13:00,1.0,5,8,13,1,4,5,190,179,369,2,9,11,34.5,1.08,5.96,45.53,40.11,7.32,0.0,0.0,0.0
9000006244,2024-01-11 14:00,0.767778,5,1,6,3,2,5,241,160,401,3,9,12,32.5,0.32,8.12,57.47,30.19,3.9,0.32,0.0,0.0
9000006244,2024-01-11 15:00,0.999167,1,1,2,4,8,12,272,207,479,6,4,10,33.5,1.04,8.35,52.61,32.78,5.22,0.0,0.0,0.0
9000006244,2024-01-11 16:00,0.5,0,8,8,0,0,0,262,220,482,0,0,0,30.0,1.24,12.03,63.49,21.16,2.07,0.0,0.0,0.0
9000006244,2024-01-12 07:00,0.249722,0,0,0,0,0,0,140,236,376,0,0,0,24.5,12.77,39.36,39.36,5.32,3.19,0.0,0.0,0.0
9000006244,2024-01-12 08:00,0.999444,0,2,2,1,0,1,160,142,302,5,7,12,26.5,1.32,33.44,53.64,10.26,1.32,0.0,0.0,0.0
9000006244,2024-01-12 09:00,0.999444,0,0,0,1,3,4,135,128,263,8,21,29,27.5,2.66,29.28,53.61,12.93,1.14,0.38,0.0,0.0
9000006244,2024-01-12 10:00,0.999167,2,1,3,0,1,1,149,109,258,12,16,28,29.0,2.71,23.64,55.04,16.67,1.94,0.0,0.0,0.0
9000006244,2024-01-12 11:00,1.0,3,0,3,1,4,5,133,141,274,13,13,26,30.5,1.46,15.33,56.2,24.82,1.82,0.36,0.0,0.0
9000006244,2024-01-12 12:00,0.999444,4,1,5,0,2,2,184,182,366,20,14,34,29.0,3.55,25.68,51.37,17.76,1.64,0.0,0.0,0.0
9000006244,2024-01-12 13:00,0.999167,1,6,7,1,1,2,203,161,364,18,17,35,30.5,0.82,17.86,57.14,21.98,2.2,0.0,0.0,0.0
9000006244,2024-01-12 14:00,0.999722,4,1,5,1,3,4,228,196,424,27,21,48,31.0,0.94,17.92,54.72,23.58,2.83,0.0,0.0,0.0
9000006244,2024-01-12 15:00,0.999444,4,7,11,1,1,2,253,210,463,4,19,23,31.0,1.94,21.6,49.03,25.27,2.16,0.0,0.0,0.0
9000006244,2024-01-12 16:00,0.499722,0,0,0,0,2,2,214,178,392,0,6,6,27.0,0.0,31.12,56.63,11.73,0.51,0.0,0.0,0.0
9000006244,2024-01-13 08:00,0.999722,0,0,0,0,1,1,63,68,131,8,5,13,30.0,0.76,22.14,54.2,22.9,0.0,0.0,0.0,0.0
9000006244,2024-01-13 09:00,0.861944,3,2,5,3,4,7,147,118,265,1,8,9,35.5,0.44,6.11,44.54,39.74,9.61,0.0,0.0,0.0
9000006244,2024-01-13 10:00,0.999444,0,0,0,1,2,3,179,146,325,0,3,3,35.0,0.31,8.31,41.23,43.69,6.46,0.0,0.0,0.0
9000006244,2024-01-13 11:00,0.999722,1,5,6,2,0,2,173,178,351,4,1,5,34.0,0.57,5.7,41.88,46.72,5.13,0.0,0.0,0.0
9000006244,2024-01-13 12:00,0.999167,1,1,2,0,2,2,189,195,384,0,3,3,35.5,0.26,7.81,42.71,40.36,7.81,0.78,0.26,0.0
9000006244,2024-01-13 13:00,0.999722,4,3,7,2,2,4,203,225,428,1,4,5,35.5,0.23,5.61,39.72,46.73,7.24,0.47,0.0,0.0
9000006244,2024-01-13 14:00,0.999722,7,11,18,3,3,6,176,230,406,0,7,7,35.0,0.99,10.84,37.68,43.35,4.93,1.72,0.49,0.0
9000006244,2024-01-13 15:00,0.999444,8,5,13,2,3,5,181,199,380,2,0,2,36.0,1.32,8.68,42.11,37.89,9.21,0.79,0.0,0.0
9000006244,2024-01-13 16:00,0.25,0,12,12,0,0,0,148,164,312,0,0,0,32.0,0.0,6.41,53.85,35.9,2.56,1.28,0.0,0.0
9000006244,2024-01-14 07:00,0.25,0,0,0,0,0,0,20,12,32,0,0,0,30.5,0.0,0.0,62.5,37.5,0.0,0.0,0.0,0.0
9000006244,2024-01-14 08:00,0.999444,0,0,0,1,0,1,42,38,80,0,1,1,34.5,1.25,7.5,43.75,38.75,6.25,1.25,1.25,0.0
9000006244,2024-01-14 09:00,0.999444,2,4,6,1,5,6,48,76,124,0,0,0,36.0,0.81,4.03,33.06,52.42,6.45,1.61,0.81,0.81
9000006244,2024-01-14 10:00,0.999444,5,4,9,2,8,10,110,110,220,0,1,1,36.0,0.45,5.45,41.36,44.09,6.82,1.82,0.0,0.0
9000006244,2024-01-14 11:00,0.999444,15,4,19,3,3,6,118,110,228,0,0,0,36.5,0.44,5.26,39.91,42.54,9.65,1.75,0.44,0.0
9000006244,2024-01-14 12:00,0.999444,9,2,11,0,7,7,167,135,302,0,3,3,36.5,0.33,7.95,36.09,44.04,10.26,0.99,0.33,0.0
9000006244,2024-01-14 13:00,0.999444,3,5,8,2,4,6,166,179,345,0,1,1,35.5,0.29,8.41,33.62,50.43,6.96,0.29,0.0,0.0
9000006244,2024-01-14 14:00,0.999444,12,1,13,3,8,11,167,157,324,1,2,3,36.0,0.93,6.48,37.04,45.37,9.57,0.62,0.0,0.0
9000006244,2024-01-14 15:00,0.999444,4,7,11,3,5,8,158,136,294,0,1,1,35.0,0.34,13.61,37.07,42.52,6.46,0.0,0.0,0.0
9000006244,2024-01-15 07:00,0.25,0,4,4,0,0,0,60,152,212,0,0,0,27.0,9.43,24.53,52.83,13.21,0.0,0.0,0.0,0.0
9000006244,2024-01-15 08:00,0.999444,0,2,2,1,6,7,130,160,290,6,13,19,29.5,2.07,28.28,50.69,17.24,1.03,0.34,0.34,0.0
9000006244,2024-01-15 09:00,0.999167,1,4,5,2,7,9,152,160,312,10,14,24,33.5,1.28,11.86,47.76,32.05,6.73,0.32,0.0,0.0
9000006244,2024-01-15 10:00,0.5,4,0,4,2,2,4,158,178,336,4,4,8,34.0,1.79,5.36,44.64,43.45,4.17,0.6,0.0,0.0
9000006244,2024-01-15 12:00,0.994444,3,1,4,1,2,3,154,140,294,0,4,4,35.0,0.68,6.16,43.49,41.44,7.88,0.34,0.0,0.0
9000006244,2024-01-15 13:00,0.999444,6,4,10,0,4,4,174,170,344,1,3,4,35.5,0.58,5.52,36.92,48.84,7.56,0.58,0.0,0.0
9000006244,2024-01-15 14:00,0.999444,4,5,9,2,8,10,200,188,388,0,4,4,34.5,0.26,7.73,45.1,39.95,6.44,0.52,0.0,0.0
9000006244,2024-01-15 15:00,0.999722,1,4,5,2,7,9,265,206,471,0,5,5,32.5,0.42,11.04,57.32,26.75,4.46,0.0,0.0,0.0
9000006244,2024-01-15 16:00,0.25,0,0,0,12,4,16,276,196,472,0,4,4,33.5,4.24,6.78,53.39,31.36,3.39,0.85,0.0,0.0
9000006244,2024-01-16 07:00,0.499722,0,4,4,0,0,0,112,108,220,0,0,0,27.0,8.18,41.82,36.36,11.82,0.91,0.91,0.0,0.0
9000006244,2024-01-16 08:00,1.0,3,0,3,0,1,1,41,117,158,0,2,2,30.5,5.06,21.52,50.0,20.25,3.16,0.0,0.0,0.0
9000006244,2024-01-16 09:00,0.999444,1,1,2,0,0,0,9,74,83,0,0,0,31.5,1.2,24.1,48.19,21.69,2.41,2.41,0.0,0.0
9000006244,2024-01-16 10:00,0.999722,2,0,2,0,1,1,1,31,32,0,3,3,37.5,3.12,12.5,40.62,28.12,15.62,0.0,0.0,0.0
9000006244,2024-01-16 11:00,0.999444,0,0,0,0,1,1,0,2,2,0,1,1,41.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0
9000006244,2024-01-16 12:00,0.999444,1,0,1,0,2,2,0,3,3,0,0,0,25.5,0.0,33.33,66.67,0.0,0.0,0.0,0.0,0.0
9000006244,2024-01-16 13:00,0.999167,3,2,5,0,2,2,0,10,10,0,0,0,35.0,0.0,10.0,30.0,50.0,10.0,0.0,0.0,0.0
9000006244,2024-01-16 14:00,0.999444,2,4,6,1,3,4,1,29,30,0,0,0,35.5,0.0,10.0,46.67,33.33,10.0,0.0,0.0,0.0
9000006244,2024-01-16 15:00,0.999444,4,8,12,0,6,6,1,37,38,0,0,0,38.0,2.63,18.42,39.47,23.68,15.79,0.0,0.0,0.0
9000006244,2024-01-16 16:00,0.75,9,11,20,1,1,3,0,24,24,0,0,0,32.0,0.0,11.11,50.0,33.33,5.56,0.0,0.0,0.0
9000006244,2024-01-17 07:00,0.5,0,0,0,0,0,0,4,24,28,0,0,0,26.5,0.0,42.86,50.0,0.0,7.14,0.0,0.0,0.0
9000006244,2024-01-17 08:00,0.999444,0,1,1,0,1,1,0,65,65,0,2,2,29.0,1.54,32.31,47.69,13.85,4.62,0.0,0.0,0.0
9000006244,2024-01-17 09:00,0.999167,0,0,0,0,2,2,0,28,28,0,5,5,32.0,3.57,28.57,39.29,21.43,7.14,0.0,0.0,0.0
9000006244,2024-01-17 10:00,0.999722,0,3,3,1,1,2,0,12,12,0,3,3,33.0,0.0,0.0,58.33,41.67,0.0,0.0,0.0,0.0
9000006244,2024-01-17 11:00,0.999167,2,1,3,0,2,2,0,30,30,0,3,3,37.0,0.0,16.67,50.0,20.0,13.33,0.0,0.0,0.0
9000006244,2024-01-17 12:00,0.999722,4,2,6,1,3,4,1,89,90,2,9,11,32.0,1.11,8.89,54.44,32.22,2.22,1.11,0.0,0.0
9000006244,2024-01-17 13:00,0.999722,5,1,6,1,5,6,0,72,72,3,4,7,32.0,0.0,11.11,56.94,23.61,6.94,0.0,0.0,1.39
9000006244,2024-01-17 14:00,0.999167,1,3,4,1,2,3,0,49,49,2,6,8,31.0,4.08,20.41,42.86,30.61,2.04,0.0,0.0,0.0
9000006244,2024-01-17 15:00,0.999722,4,1,5,1,2,3,0,81,81,3,7,10,31.5,1.23,9.88,54.32,30.86,2.47,1.23,0.0,0.0
9000006244,2024-01-17 16:00,0.749722,1,3,4,1,3,4,8,43,51,12,9,21,26.5,13.16,23.68,52.63,7.89,0.0,0.0,0.0,2.63
9000006244,2024-01-18 07:00,0.5,0,0,0,4,2,6,32,86,118,0,0,0,27.5,6.78,32.2,45.76,10.17,3.39,0.0,1.69,0.0
9000006244,2024-01-18 08:00,0.999444,0,3,3,1,2,3,4,23,27,0,1,1,27.5,3.7,22.22,59.26,14.81,0.0,0.0,0.0,0.0
9000006244,2024-01-18 09:00,0.999444,0,3,3,0,5,5,0,17,17,0,0,0,33.0,0.0,29.41,29.41,41.18,0.0,0.0,0.0,0.0
9000006244,2024-01-18 10:00,0.999167,5,0,5,0,2,2,0,6,6,0,0,0,38.0,0.0,33.33,33.33,16.67,16.67,0.0,0.0,0.0
9000006244,2024-01-18 11:00,0.999444,0,0,0,0,1,1,0,2,2,0,0,0,26.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
9000006244,2024-01-18 12:00,0.999722,0,2,2,0,1,1,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9000006244,2024-01-18 13:00,0.999444,1,3,4,1,3,4,1,11,12,0,0,0,38.5,0.0,0.0,25.0,58.33,16.67,0.0,0.0,0.0
9000006244,2024-01-18 14:00,0.999722,3,2,5,1,3,4,0,38,38,0,0,0,31.5,5.26,23.68,39.47,31.58,0.0,0.0,0.0,0.0
9000006244,2024-01-18 15:00,0.999444,2,2,4,1,1,2,1,72,73,0,1,1,33.5,5.48,12.33,39.73,36.99,5.48,0.0,0.0,0.0
9000006244,2024-01-18 16:00,0.874167,3,3,6,2,1,3,36,48,84,0,0,0,30.0,8.22,24.66,47.95,16.44,5.48,0.0,0.0,0.0
9000006244,2024-01-19 07:00,0.499444,0,0,0,0,0,0,22,32,54,0,0,0,30.5,18.52,18.52,37.04,25.93,0.0,0.0,0.0,0.0
9000006244,2024-01-19 08:00,0.999444,2,0,2,1,1,2,0,7,7,0,0,0,30.0,0.0,42.86,28.57,28.57,0.0,0.0,0.0,0.0
9000006244,2024-01-19 09:00,0.999722,1,0,1,1,1,2,6,53,59,0,1,1,32.0,0.0,40.68,33.9,18.64,6.78,0.0,0.0,0.0
9000006244,2024-01-19 10:00,0.998889,2,2,4,1,1,2,0,38,38,0,0,0,31.5,0.0,36.84,31.58,26.32,5.26,0.0,0.0,0.0
9000006244,2024-01-19 11:00,0.999167,1,2,3,0,2,2,1,58,59,0,0,0,35.5,1.69,3.39,35.59,50.85,8.47,0.0,0.0,0.0
9000006244,2024-01-19 12:00,0.999444,1,4,5,0,5,5,9,119,128,0,3,3,31.5,3.91,14.84,49.22,25.78,6.25,0.0,0.0,0.0
9000006244,2024-01-19 13:00,0.999722,0,3,3,0,2,2,5,76,81,0,3,3,32.0,6.17,27.16,34.57,27.16,4.94,0.0,0.0,0.0
9000006244,2024-01-19 14:00,0.999722,3,2,5,2,4,6,2,67,69,0,3,3,33.5,5.8,17.39,47.83,21.74,7.25,0.0,0.0,0.0
9000006244,2024-01-19 15:00,0.999444,2,9,11,3,7,10,2,70,72,0,1,1,32.0,0.0,20.83,43.06,33.33,2.78,0.0,0.0,0.0
9000006244,2024-01-19 16:00,0.999722,1,11,12,2,5,7,27,37,64,0,1,1,31.5,1.56,20.31,45.31,28.12,4.69,0.0,0.0,0.0
9000006244,2024-01-20 07:00,0.5,0,0,0,0,0,0,0,4,4,0,0,0,21.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
9000006244,2024-01-20 08:00,0.999167,2,3,5,0,0,0,0,9,9,0,0,0,31.5,0.0,33.33,33.33,33.33,0.0,0.0,0.0,0.0
9000006244,2024-01-20 09:00,0.999167,0,3,3,0,0,0,1,12,13,0,0,0,35.0,0.0,15.38,30.77,46.15,7.69,0.0,0.0,0.0
9000006244,2024-01-20 10:00,0.999444,2,2,4,0,8,8,1,10,11,0,0,0,28.5,0.0,27.27,54.55,18.18,0.0,0.0,0.0,0.0
9000006244,2024-01-20 11:00,0.999444,1,4,5,1,4,5,13,52,65,0,1,1,34.0,1.54,6.15,44.62,40.0,7.69,0.0,0.0,0.0
9000006244,2024-01-20 12:00,0.999444,1,2,3,0,2,2,5,68,73,0,0,0,35.5,1.37,8.22,46.58,34.25,9.59,0.0,0.0,0.0
9000006244,2024-01-20 13:00,0.999722,1,3,4,2,1,3,0,49,49,0,0,0,37.0,4.08,12.24,36.73,32.65,12.24,2.04,0.0,0.0
9000006244,2024-01-20 14:00,0.999444,2,2,4,1,0,1,5,66,71,0,0,0,35.5,4.23,12.68,32.39,39.44,9.86,1.41,0.0,0.0
9000006244,2024-01-20 15:00,0.998889,0,0,0,0,0,0,1,26,27,0,0,0,32.5,3.7,22.22,44.44,18.52,11.11,0.0,0.0,0.0
9000006244,2024-01-20 16:00,0.999444,0,0,0,0,1,1,4,10,14,0,0,0,37.0,0.0,14.29,64.29,7.14,14.29,0.0,0.0,0.0
9000006244,2024-01-21 07:00,0.499722,0,0,0,0,0,0,0,4,4,0,0,0,31.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0
9000006244,2024-01-21 08:00,0.999444,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9000006244,2024-01-21 09:00,0.999444,0,0,0,1,0,1,1,4,5,0,0,0,30.5,20.0,20.0,20.0,40.0,0.0,0.0,0.0,0.0
9000006244,2024-01-21 10:00,0.999722,0,0,0,0,0,0,0,4,4,0,0,0,39.5,0.0,0.0,50.0,25.0,25.0,0.0,0.0,0.0
9000006244,2024-01-21 11:00,0.999444,0,0,0,1,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9000006244,2024-01-21 12:00,0.856389,0,0,0,0,0,0,2,7,9,0,0,0,26.5,37.5,37.5,25.0,12.5,0.0,0.0,0.0,0.0
9000006244,2024-01-21 13:00,0.999444,0,0,0,1,0,1,0,7,7,0,0,0,31.0,14.29,0.0,28.57,57.14,0.0,0.0,0.0,0.0
9000006244,2024-01-21 14:00,0.999444,0,0,0,0,1,1,0,5,5,0,0,0,31.0,20.0,20.0,0.0,60.0,0.0,0.0,0.0,0.0
9000006244,2024-01-21 15:00,0.999167,1,0,1,1,3,4,4,13,17,0,1,1,35.0,17.65,11.76,35.29,23.53,0.0,11.76,0.0,0.0
9000006244,2024-01-21 16:00,0.999722,0,1,1,1,1,2,4,13,17,0,0,0,31.5,11.76,17.65,41.18,17.65,5.88,5.88,0.0,0.0
9000006244,2024-01-22 07:00,0.5,0,0,0,0,0,0,4,20,24,0,0,0,33.5,25.0,8.33,50.0,8.33,8.33,0.0,0.0,0.0
9000006244,2024-01-22 08:00,0.999722,0,0,0,1,0,1,19,53,72,1,3,4,29.0,4.17,16.67,61.11,15.28,2.78,0.0,0.0,0.0
9000006244,2024-01-22 09:00,0.999444,0,1,1,0,0,0,70,117,187,10,25,35,30.5,0.0,9.09,63.64,25.67,1.6,0.0,0.0,0.0
9000006244,2024-01-22 10:00,0.999444,1,0,1,1,2,3,19,122,141,24,43,67,35.0,1.42,9.22,42.55,39.72,4.96,2.13,0.0,0.0
9000006244,2024-01-22 11:00,0.999444,0,2,2,0,1,1,57,123,180,8,37,45,36.0,1.11,3.33,40.56,45.56,9.44,0.0,0.0,0.0
9000006244,2024-01-22 12:00,0.999444,2,2,4,1,1,2,173,174,347,11,24,35,35.5,3.46,2.59,40.35,45.24,7.49,0.86,0.0,0.0
9000006244,2024-01-22 13:00,0.999167,5,3,8,0,4,4,186,154,340,14,18,32,35.5,1.18,2.65,41.18,45.0,8.82,1.18,0.0,0.0
9000006244,2024-01-22 14:00,0.999444,3,1,4,2,10,12,213,203,416,10,12,22,35.0,0.48,4.09,46.15,42.07,6.97,0.24,0.0,0.0
9000006244,2024-01-22 15:00,0.999444,4,1,5,3,2,5,277,198,475,16,10,26,33.0,1.47,8.21,42.74,42.53,5.05,0.0,0.0,0.0
9000006244,2024-01-22 16:00,0.5,0,4,4,4,8,12,292,224,516,0,4,4,28.0,0.39,10.47,73.26,14.73,1.16,0.0,0.0,0.0
9000006244,2024-01-23 07:00,0.249722,0,0,0,0,8,8,112,208,320,0,8,8,27.5,2.5,20.0,62.5,13.75,1.25,0.0,0.0,0.0
9000006244,2024-01-23 08:00,0.999722,3,2,5,1,4,5,176,208,384,3,14,17,31.5,4.17,14.06,54.69,22.66,3.65,0.26,0.26,0.26
9000006244,2024-01-23 09:00,0.999444,5,0,5,2,3,5,168,170,338,8,14,22,35.0,0.89,6.21,44.08,41.72,6.51,0.3,0.3,0.0
9000006244,2024-01-23 10:00,0.999722,5,7,12,4,24,28,173,156,329,7,16,23,35.0,0.61,4.56,44.68,42.55,6.69,0.91,0.0,0.0
9000006244,2024-01-23 11:00,1.0,5,1,6,2,4,6,182,184,366,4,7,11,35.0,0.82,5.46,40.98,46.45,5.46,0.82,0.0,0.0
9000006244,2024-01-23 12:00,0.999167,4,2,6,0,5,5,150,163,313,3,6,9,35.0,2.24,5.75,42.81,43.13,4.79,1.28,0.0,0.0
9000006244,2024-01-23 13:00,0.999722,3,3,6,3,4,7,194,168,362,18,10,28,35.5,0.83,3.31,38.4,49.17,7.46,0.55,0.28,0.0
9000006244,2024-01-23 14:00,0.999167,10,4,14,1,4,5,230,176,406,3,10,13,36.5,2.22,4.43,33.0,49.26,10.84,0.0,0.25,0.0
9000006244,2024-01-23 15:00,0.999444,10,1,11,1,8,9,265,202,467,2,3,5,35.0,1.07,5.57,40.04,48.39,4.28,0.64,0.0,0.0
9000006244,2024-01-23 16:00,0.749444,1,3,4,0,8,8,307,240,547,1,5,7,32.5,0.73,13.41,50.0,30.98,4.39,0.49,0.0,0.0
9000006244,2024-01-24 07:00,0.249722,0,0,0,0,0,0,132,216,348,0,0,0,31.0,0.0,13.79,55.17,28.74,2.3,0.0,0.0,0.0
9000006244,2024-01-24 08:00,0.999444,2,3,5,3,1,4,180,218,398,1,9,10,31.5,3.02,14.07,52.01,28.64,2.26,0.0,0.0,0.0
9000006244,2024-01-24 09:00,0.999444,1,1,2,2,5,7,165,152,317,0,4,4,33.5,0.32,3.47,49.84,41.32,4.73,0.32,0.0,0.0
9000006244,2024-01-24 10:00,0.999444,5,2,7,0,1,1,128,111,239,13,3,16,37.5,2.51,7.53,33.89,41.42,11.72,2.51,0.42,0.0
9000006244,2024-01-24 11:00,0.998889,4,3,7,0,4,4,143,150,293,16,24,40,38.5,0.34,5.12,29.35,47.44,16.04,1.71,0.0,0.0
9000006244,2024-01-24 12:00,0.999722,9,7,16,2,4,6,174,140,314,6,5,11,36.5,1.27,7.32,30.89,50.0,9.55,0.64,0.32,0.0
9000006244,2024-01-24 13:00,0.999444,4,1,5,3,4,7,172,168,340,5,8,13,37.0,0.59,3.24,33.53,50.88,10.0,1.18,0.59,0.0
9000006244,2024-01-24 14:00,0.999444,8,6,14,3,8,11,234,186,420,5,8,13,35.0,1.67,6.19,30.48,56.43,5.0,0.24,0.0,0.0
9000006244,2024-01-24 15:00,0.999722,8,1,9,4,6,10,273,191,464,10,7,17,36.0,0.65,7.54,31.25,52.37,7.76,0.43,0.0,0.0
9000006244,2024-01-24 16:00,0.499444,4,4,8,2,8,10,258,260,519,2,8,10,35.5,1.54,10.42,35.14,45.95,5.79,0.77,0.39,0.0
9000006244,2024-01-25 07:00,0.25,0,4,4,4,0,4,176,252,428,0,0,0,32.0,0.93,2.8,58.88,36.45,0.93,0.0,0.0,0.0
9000006244,2024-01-25 08:00,1.0,1,2,3,0,2,2,160,207,367,0,9,9,34.0,0.54,10.9,48.77,33.51,5.45,0.54,0.27,0.0
9000006244,2024-01-25 09:00,0.999444,3,2,5,0,8,8,167,191,358,0,6,6,35.5,0.56,5.87,36.31,48.88,7.82,0.56,0.0,0.0
9000006244,2024-01-25 10:00,0.999444,7,3,10,2,8,10,160,161,321,1,5,6,36.5,0.62,6.23,29.28,52.96,9.97,0.93,0.0,0.0
9000006244,2024-01-25 11:00,0.999722,1,4,5,1,8,9,212,175,387,1,8,9,36.0,0.52,7.24,33.07,50.13,7.75,1.29,0.0,0.0
9000006244,2024-01-25 12:00,0.999444,3,2,5,2,3,5,216,169,385,0,6,6,36.0,1.04,2.86,31.43,56.36,8.05,0.26,0.0,0.0
9000006244,2024-01-25 13:00,0.999722,9,5,14,1,15,16,176,186,362,1,11,12,36.0,0.55,4.97,34.53,51.38,8.29,0.0,0.28,0.0
9000006244,2024-01-25 14:00,0.999722,5,3,8,4,4,8,265,198,463,1,11,12,36.5,0.43,4.97,33.69,49.89,9.5,1.3,0.22,0.0
9000006244,2024-01-25 15:00,0.999167,7,8,15,3,6,9,273,219,492,4,6,10,36.0,0.81,6.5,35.37,49.59,7.32,0.41,0.0,0.0
9000006244,2024-01-25 16:00,0.749722,1,0,1,5,12,17,269,241,511,1,1,3,35.0,2.61,9.92,42.56,37.86,5.48,1.31,0.26,0.0
9000006244,2024-01-26 07:00,0.499722,2,0,2,0,4,4,190,202,392,0,4,4,30.0,6.12,16.84,54.59,20.41,2.04,0.0,0.0,0.0
9000006244,2024-01-26 08:00,0.999444,4,1,5,3,8,11,185,196,381,2,6,8,34.5,0.52,9.71,44.62,36.75,7.87,0.52,0.0,0.0
9000006244,2024-01-26 09:00,0.999444,2,0,2,2,3,5,201,195,396,0,13,13,35.0,0.76,6.57,43.69,41.16,7.83,0.0,0.0,0.0
9000006244,2024-01-26 10:00,0.999444,5,4,9,2,2,4,194,168,362,2,16,18,37.0,0.55,3.04,32.6,50.83,11.6,1.1,0.28,0.0
9000006244,2024-01-26 11:00,1.0,6,1,7,3,2,5,188,168,356,0,7,7,36.0,1.69,3.65,29.49,58.43,6.46,0.28,0.0,0.0
9000006244,2024-01-26 12:00,0.999722,1,1,2,1,6,7,201,211,412,3,13,16,35.5,0.97,7.52,35.68,48.79,6.31,0.73,0.0,0.0
9000006244,2024-01-26 13:00,0.999722,2,3,5,2,5,7,244,209,453,4,9,13,35.5,0.88,6.62,40.4,43.49,8.17,0.44,0.0,0.0
9000006244,2024-01-26 14:00,0.998889,6,6,12,4,6,10,279,221,500,1,4,5,35.0,0.8,6.6,41.0,43.4,7.6,0.6,0.0,0.0
9000006244,2024-01-26 15:00,0.999444,6,2,8,1,3,4,271,234,505,1,4,5,35.5,0.4,6.14,43.76,40.2,8.71,0.79,0.0,0.0
9000006244,2024-01-26 16:00,0.749444,3,0,3,3,1,4,225,236,461,0,0,0,34.5,1.45,11.85,49.13,31.21,5.78,0.29,0.29,0.0
9000006244,2024-01-27 07:00,0.249722,0,0,0,0,4,4,60,48,108,0,0,0,35.0,0.0,7.41,59.26,25.93,3.7,3.7,0.0,0.0
9000006244,2024-01-27 08:00,0.999722,1,3,4,1,5,6,74,82,156,1,2,3,37.5,0.0,5.77,37.82,41.67,14.1,0.64,0.0,0.0
9000006244,2024-01-27 09:00,0.999444,2,3,5,1,2,3,126,123,249,0,2,2,37.0,0.8,4.82,29.72,51.81,11.24,1.2,0.4,0.0
9000006244,2024-01-27 10:00,0.999444,0,7,7,3,8,11,196,164,360,3,3,6,36.0,0.56,7.5,31.94,50.83,8.61,0.56,0.0,0.0
9000006244,2024-01-27 11:00,0.999722,2,4,6,3,7,10,204,190,394,3,4,7,36.0,0.51,5.84,32.49,52.28,8.63,0.0,0.25,0.0
9000006244,2024-01-27 12:00,0.999722,7,2,9,7,3,10,193,242,435,0,5,5,37.0,0.69,6.21,31.03,50.11,10.57,1.15,0.23,0.0
9000006244,2024-01-27 13:00,0.999722,1,6,7,2,14,16,176,204,380,1,7,8,37.0,0.26,5.79,28.42,52.89,12.11,0.53,0.0,0.0
9000006244,2024-01-27 14:00,0.999722,13,0,13,4,3,7,204,262,466,2,4,6,35.5,0.43,3.65,35.62,52.79,6.65,0.64,0.21,0.0
9000006244,2024-01-27 15:00,0.999722,4,5,9,2,8,10,216,214,430,2,5,7,35.0,0.93,6.05,40.93,45.81,5.58,0.7,0.0,0.0
9000006244,2024-01-27 16:00,0.749722,9,15,24,1,7,8,193,176,369,0,1,1,34.5,0.36,12.27,45.85,35.38,5.42,0.72,0.0,0.0
9000006244,2024-01-28 07:00,0.499722,0,4,4,0,0,0,32,30,62,2,0,2,34.5,9.68,6.45,45.16,35.48,3.23,0.0,0.0,0.0
9000006244,2024-01-28 08:00,0.999722,3,1,4,2,0,2,41,51,92,0,1,1,39.5,0.0,2.17,25.0,51.09,19.57,1.09,1.09,0.0
9000006244,2024-01-28 09:00,0.998889,2,0,2,1,4,5,66,67,133,0,0,0,36.0,0.75,6.02,39.85,43.61,7.52,2.26,0.0,0.0
9000006244,2024-01-28 10:00,0.999444,1,2,3,1,3,4,99,135,234,0,4,4,37.5,0.85,2.99,37.18,44.44,13.25,1.28,0.0,0.0
9000006244,2024-01-28 11:00,0.999722,2,2,4,1,5,6,112,202,314,4,3,7,37.5,0.64,4.14,28.98,51.91,13.38,0.96,0.0,0.0
9000006244,2024-01-28 12:00,0.999444,3,4,7,3,14,17,137,216,353,0,5,5,38.0,3.4,3.97,23.51,52.97,14.16,1.7,0.28,0.0
9000006244,2024-01-28 13:00,0.999167,2,7,9,2,11,13,65,203,268,0,1,1,39.0,0.37,5.22,29.85,46.64,14.93,2.24,0.37,0.37
9000006244,2024-01-28 14:00,0.999444,7,7,14,4,13,17,108,199,307,1,2,3,37.0,4.56,9.77,35.5,36.16,12.05,1.3,0.65,0.0
9000006244,2024-01-28 15:00,0.999722,2,11,13,7,16,23,213,183,396,1,2,3,35.0,0.0,5.05,39.9,48.23,6.31,0.51,0.0,0.0
9000006244,2024-01-28 16:00,0.999722,6,1,7,5,7,12,196,153,349,0,3,3,34.5,0.29,7.74,53.3,30.95,6.59,0.86,0.29,0.0
